,eq_odds,zero_one_loss,disp_imp,acc,f1
0,0.06801470588235294,0.3264604810996563,0.6582794967698061,0.4710884353741497,0.4256305583816856
1,0.14511047591228696,0.19070010449320784,0.6461423096150642,0.5068027210884354,0.48044452659188325
2,0.1656143759106362,0.2776446065659197,0.7265208858985142,0.5476190476190477,0.5123031118284532
3,0.28894911697849274,0.2899610136452242,0.6118711385701676,0.4914965986394558,0.4526154789790545
4,0.25267025549004524,0.15555165555165562,0.6370927318295739,0.5,0.464118592838363
5,0.2905825242718447,0.2513227513227513,0.7646106736657917,0.5281090289608177,0.4978850010390542
6,0.17195767195767198,0.20924195223260644,0.9123123123123124,0.48722316865417375,0.4404794780913016
7,0.7919616677393979,0.21290093081164407,0.7414285714285714,0.5366269165247018,0.5034169297039339
8,0.259581881533101,0.2804854368932038,0.8649789029535865,0.4855195911413969,0.44238658759151805
9,0.08412896084128957,0.18189102564102555,0.8248451867142053,0.5076660988074957,0.47276035416104284
