,stat_par,zero_one_loss,disp_imp,acc,f1
0,-0.030083603636529788,0.05429292929292939,0.9118827780008029,0.5776,0.5535641093877248
1,-0.11244834590152453,0.1743222891566265,0.663452468294728,0.56,0.5449238140267927
2,-0.12595220228755943,0.14743589743589736,0.6900218255078627,0.5488,0.5244932980943505
3,-0.060069899519440806,0.1708860759493671,0.7985347985347985,0.5776,0.5588063868391729
4,0.006434329179324037,0.06636996904024761,0.8439675174013921,0.5504,0.5331361105052709
5,-0.059550459134725175,0.08667072428484479,0.7984070522734303,0.5824,0.5643233023315726
6,-0.035943396226415125,0.269969040247678,0.8697435897435897,0.5753205128205128,0.547768501599028
7,-0.13172955004968984,0.1684995819666859,0.7223546406644998,0.5753205128205128,0.5534847703534667
8,-0.015250544662309368,0.14102564102564108,0.37777777777777777,0.5368589743589743,0.5188483620012283
9,-0.1232988471770618,0.09730848861283647,0.6953371508706322,0.5432692307692307,0.514616814335407
