,stat_par,zero_one_loss,disp_imp,acc,f1
0,-0.35825968728755947,0.24710732444688743,1,0.7692307692307693,0.7816974847100334
1,-0.37555028784287164,0.23473447500432454,1,0.7679379444085327,0.7807728151821898
2,-0.3772943575798776,0.24878129389407577,1,0.7721396250808016,0.7839894211978609
3,-0.3676222596964587,0.23093488776893967,1,0.770846800258565,0.7821351625737286
4,-0.3676118893064571,0.2322372257031532,1,0.7737556561085973,0.7851080549244128
5,-0.36818649297223177,0.2540230391077849,1,0.766321913380737,0.7786560662533127
6,-0.3616147793362983,0.222107434811609,1,0.7650290885585003,0.7766543721613824
7,-0.35816814764183186,0.24540604623592177,1,0.7798965740142211,0.791297494905997
8,-0.35604770017035775,0.21694598692600442,1,0.7798965740142211,0.789192362146382
9,-0.36548223350253806,0.2381265418876397,1,0.7676147382029735,0.7813737995538341
