,eq_odds,zero_one_loss,disp_imp,acc,f1
0,0.9823008849557522,0.2712418300653594,0.12150993969175788,0.6931216931216931,0.6853344186677519
1,1.631060606060606,0.23281596452328168,0.20949432404540766,0.6772486772486772,0.6708925396360494
2,0.8885511651469098,0.40909090909090906,0.12692307692307692,0.6825396825396826,0.6691882232344993
3,0.47435897435897434,0.44318181818181823,0.4615384615384615,0.6507936507936508,0.6344492997413823
4,1.086075205640423,0.4729064039408867,0.17058823529411765,0.6507936507936508,0.6472486572668534
5,0.8411677387431965,0.3977272727272727,0.13703870387038702,0.6861702127659575,0.6783128530808062
6,0.6014492753623188,0.33333333333333326,0.19027027027027027,0.6702127659574468,0.663424586378596
7,0.7727272727272727,0.3928571428571429,0.17057169634489222,0.7021276595744681,0.6971318029180534
8,0.2,0.22077922077922074,0.11986531986531988,0.7340425531914894,0.7125819022732417
9,0.5751399776035835,0.1777777777777778,0.21957671957671956,0.6542553191489362,0.6435404351785042
