,stat_par,zero_one_loss,disp_imp,acc,f1
0,0.0,0.15092070908341348,1,0.8335488041370395,0.8288088384972802
1,0.0,0.15637432970074383,1,0.8432449903038138,0.8370988182343392
2,0.0,0.17455038695640201,1,0.8387201034259858,0.8321284565990544
3,0.0,0.15401056530451152,1,0.8345184227537169,0.8282608499147801
4,0.0,0.14291355465267308,1,0.8403361344537815,0.8360163963835822
5,0.0,0.16051654560129136,1,0.8329023917259212,0.8270138899821496
6,0.0,0.16909426528301297,1,0.8190045248868778,0.8113345068029991
7,0.0,0.14999506026476972,1,0.8416289592760181,0.835099777726354
8,0.0,0.14147094165570473,1,0.832579185520362,0.8251033251890738
9,0.0,0.15753844562953334,1,0.8322559793148029,0.8257751845309926
